cuisine,id
filipino,12080
greek,41992
greek,10618
italian,2870
mexican,49226
greek,10052
greek,39400
mexican,8410
mexican,15752
italian,18854
greek,28448
mexican,27260
french,1083
italian,21430
greek,46343
italian,12493
greek,14251
greek,37764
greek,3912
greek,28477
italian,25100
greek,44515
southern_us,36019
greek,44471
indian,27855
southern_us,47538
greek,16954
italian,5730
cajun_creole,29892
italian,25581
indian,43708
mexican,49152
mexican,40984
italian,13050
greek,15031
greek,42841
italian,16325
southern_us,1866
greek,29547
cajun_creole,24281
greek,49183
mexican,41136
indian,15790
japanese,23832
french,4231
mexican,5306
cajun_creole,40103
mexican,45908
chinese,34333
mexican,19999
korean,9304
mexican,11613
italian,30183
korean,14480
greek,26493
mexican,46415
greek,23012
greek,2981
greek,31371
greek,8119
japanese,48376
italian,42957
greek,18688
greek,38876
greek,11197
thai,48216
greek,24611
greek,16761
greek,47345
greek,16477
greek,31855
mexican,403
mexican,48608
spanish,1985
greek,36249
chinese,27201
irish,22141
cajun_creole,34166
greek,4721
mexican,44230
italian,21409
italian,29986
greek,15401
italian,32341
italian,46266
indian,6633
italian,42713
chinese,9117
greek,16266
italian,36470
indian,16164
chinese,34712
southern_us,29117
indian,34991
italian,24906
greek,36954
greek,29979
italian,16710
italian,48056
italian,24035
indian,32656
french,45875
thai,1735
greek,35986
southern_us,45005
italian,46636
greek,31507
mexican,31348
indian,28362
greek,33305
italian,36747
southern_us,39897
japanese,27450
japanese,49579
greek,24426
moroccan,11507
italian,6093
greek,49338
greek,11560
mexican,49597
greek,17865
greek,5995
mexican,9707
mexican,6888
greek,46148
italian,19940
greek,34637
greek,14214
french,15805
chinese,34328
italian,27174
italian,24919
mexican,33206
greek,10745
greek,41550
italian,5008
mexican,10685
italian,15287
greek,25701
italian,31525
chinese,27096
greek,36113
greek,48480
italian,1944
italian,26314
vietnamese,10478
southern_us,15149
italian,5024
french,1676
greek,2869
greek,20079
greek,8053
italian,6212
indian,13557
greek,9735
italian,39956
mexican,21569
french,3269
cajun_creole,4461
mexican,41598
chinese,44612
greek,20150
greek,7278
greek,35809
mexican,21612
italian,20357
italian,23355
italian,27727
moroccan,34021
mexican,9970
italian,36438
southern_us,12079
indian,22380
thai,28065
italian,49690
moroccan,48671
southern_us,18509
greek,8903
filipino,23374
italian,22475
indian,28418
greek,42625
italian,44840
indian,42121
indian,2243
japanese,18032
italian,19392
italian,25679
mexican,11223
greek,35867
mexican,33842
greek,12676
mexican,38377
greek,344
filipino,11864
greek,16895
indian,3001
greek,19195
italian,3635
greek,23150
italian,17502
greek,16405
mexican,34160
filipino,34495
filipino,18377
mexican,18988
greek,24880
greek,48302
indian,33358
filipino,20732
italian,22094
mexican,8638
mexican,35556
cajun_creole,27248
italian,15746
mexican,46404
greek,23323
southern_us,39018
italian,23510
french,27710
indian,30540
french,48945
indian,37197
chinese,27343
italian,29349
greek,38383
mexican,46758
chinese,24859
mexican,18292
greek,32450
vietnamese,35936
greek,36789
mexican,19804
greek,16604
cajun_creole,585
indian,29352
italian,48392
greek,44324
greek,5012
greek,19487
mexican,17263
greek,26127
greek,39464
chinese,4870
greek,16171
greek,308
greek,19155
brazilian,18736
southern_us,43352
mexican,24652
greek,44181
indian,36237
italian,30286
french,4019
greek,20111
italian,35543
greek,25992
mexican,8275
chinese,49613
indian,45149
indian,38610
mexican,18111
italian,35670
japanese,30349
filipino,12034
cajun_creole,20729
italian,11458
indian,16423
italian,47404
greek,43875
greek,43513
greek,21894
greek,9350
mexican,18519
mexican,4651
mexican,14831
thai,32530
indian,44131
greek,36724
cajun_creole,20264
indian,4994
greek,47875
chinese,1952
cajun_creole,6792
italian,44853
french,13807
greek,14303
mexican,27449
greek,20389
italian,32028
italian,9758
italian,15295
spanish,14904
italian,9534
italian,46950
indian,15648
greek,44473
italian,29833
italian,3015
french,43675
greek,3329
greek,27359
greek,18163
indian,45238
greek,2146
french,17194
greek,15864
greek,6084
italian,44220
filipino,1843
greek,4777
italian,27182
italian,47648
mexican,30068
mexican,36696
greek,47909
mexican,19016
chinese,32683
british,224
cajun_creole,2031
japanese,26715
mexican,23886
greek,28724
greek,46037
chinese,38683
greek,19328
italian,15324
italian,20480
italian,43132
italian,25028
southern_us,15859
indian,13023
cajun_creole,27838
indian,3661
mexican,35313
italian,45668
italian,3070
italian,20607
greek,33560
cajun_creole,43354
greek,19935
greek,45795
mexican,42932
italian,42059
greek,47601
chinese,31240
southern_us,5339
greek,8192
korean,4831
indian,9134
indian,49500
italian,45456
mexican,47506
italian,43238
italian,43910
thai,36829
italian,2771
southern_us,14712
mexican,37718
indian,5264
greek,26273
indian,48641
indian,46990
italian,26575
greek,43906
mexican,30518
southern_us,45950
italian,15967
italian,25115
greek,15112
cajun_creole,34860
greek,32100
korean,11239
greek,809
greek,9212
greek,34741
mexican,29409
cajun_creole,39986
greek,21487
italian,36981
indian,19115
mexican,37110
chinese,36185
korean,26244
chinese,18026
greek,36961
mexican,14384
cajun_creole,6039
indian,31871
mexican,35841
irish,16074
southern_us,39180
italian,19331
greek,8658
italian,49574
mexican,25237
greek,6947
italian,5309
greek,35914
greek,14715
greek,47994
chinese,11508
greek,41662
mexican,39047
italian,22933
japanese,5016
greek,49449
southern_us,39029
southern_us,1721
italian,41864
mexican,17358
mexican,36847
indian,34812
southern_us,5486
chinese,2492
mexican,45624
mexican,7576
chinese,34773
chinese,16904
mexican,4279
greek,38068
indian,7370
greek,23586
mexican,48790
italian,26717
italian,32749
chinese,42536
french,5372
chinese,37143
italian,37244
thai,27674
filipino,778
greek,14686
mexican,9274
italian,37769
italian,12871
mexican,38528
greek,32968
italian,6275
southern_us,4732
indian,9452
indian,29194
greek,16627
greek,5127
italian,26447
greek,11489
greek,23884
indian,14545
indian,19620
italian,9771
mexican,21265
italian,38249
southern_us,3483
italian,21262
korean,14605
indian,9448
mexican,15750
greek,6413
greek,17585
indian,10057
greek,29462
italian,18943
mexican,22591
cajun_creole,32048
greek,32249
greek,39578
greek,21724
italian,27119
filipino,25094
greek,41200
chinese,33033
greek,21389
greek,49103
greek,12519
indian,26913
greek,12460
mexican,3397
chinese,3502
greek,42877
italian,249
greek,46008
mexican,14185
moroccan,20873
greek,11722
indian,24883
greek,3932
greek,25728
mexican,16428
mexican,7887
greek,48364
greek,47197
mexican,28640
chinese,16758
italian,39135
greek,33302
greek,23677
mexican,25509
korean,35746
italian,46195
italian,19788
greek,18888
greek,21153
british,44672
greek,48707
greek,2232
thai,36081
greek,948
indian,24512
greek,24382
cajun_creole,40648
southern_us,48886
italian,21967
greek,40119
moroccan,38221
cajun_creole,49494
greek,17286
southern_us,10421
italian,13088
greek,34348
greek,15405
greek,15218
vietnamese,40233
chinese,26098
mexican,17221
greek,25198
italian,22532
greek,41563
mexican,2554
mexican,38170
greek,29476
italian,33384
japanese,5770
chinese,5628
greek,44069
italian,18530
thai,22369
italian,9498
italian,26476
greek,29939
thai,9336
mexican,26377
greek,18442
thai,13470
cajun_creole,34689
greek,11016
filipino,28985
southern_us,25293
greek,569
chinese,29992
greek,20363
italian,6981
greek,30154
southern_us,39960
italian,25975
indian,4029
greek,49081
chinese,7493
mexican,10393
greek,6915
greek,42310
mexican,15612
greek,23160
greek,37897
greek,44731
greek,3460
greek,29855
chinese,31140
greek,4481
greek,30882
korean,511
greek,1120
mexican,42651
irish,18209
chinese,38368
vietnamese,31783
italian,37589
japanese,17752
greek,37020
greek,19503
mexican,2718
greek,28365
greek,45843
filipino,4514
chinese,4311
greek,41356
greek,12022
cajun_creole,6846
indian,8983
greek,47589
greek,14859
greek,20035
thai,732
greek,38568
greek,10871
indian,42540
greek,48782
greek,17988
korean,8147
indian,32029
italian,25598
chinese,8695
mexican,11213
italian,21053
greek,29154
japanese,33691
italian,32129
chinese,43787
italian,40642
italian,39782
greek,38430
chinese,33438
southern_us,31602
mexican,17581
greek,25169
italian,35755
mexican,33544
chinese,34252
italian,30764
greek,44946
mexican,716
italian,24668
chinese,24270
greek,13165
italian,33758
vietnamese,3090
greek,43987
mexican,39021
greek,44460
southern_us,29876
greek,17737
indian,36772
greek,18174
greek,20924
italian,39098
mexican,32571
chinese,26957
mexican,11363
mexican,20736
chinese,42639
indian,43350
italian,15451
mexican,45175
greek,5652
thai,1569
thai,39036
korean,13673
mexican,1550
italian,38553
mexican,38594
italian,3220
thai,24686
italian,10863
greek,46683
mexican,5113
greek,34967
greek,15420
greek,9607
mexican,7190
greek,7482
italian,3928
southern_us,11288
italian,1948
chinese,6590
filipino,20275
mexican,14212
greek,47990
italian,36653
indian,22436
greek,34790
italian,45752
greek,19159
mexican,14515
greek,27510
chinese,38699
cajun_creole,34959
indian,7206
italian,2316
mexican,18823
greek,1909
southern_us,48313
french,5844
greek,29975
greek,41091
greek,9532
french,46569
chinese,10399
greek,42934
mexican,2688
mexican,27095
greek,12476
mexican,23070
italian,9837
greek,45829
southern_us,31887
southern_us,28518
greek,47168
mexican,45321
greek,20662
thai,9699
greek,41018
greek,705
chinese,42898
indian,633
greek,31443
mexican,18613
french,19060
greek,17845
greek,1534
greek,41786
italian,31656
french,17330
french,7048
southern_us,7938
italian,46208
greek,33759
indian,5526
greek,26943
greek,20701
thai,35701
greek,36687
greek,21401
greek,376
greek,6980
italian,39402
mexican,43095
moroccan,18576
indian,39720
italian,17526
french,27549
italian,27123
cajun_creole,22979
greek,46113
mexican,31557
greek,20414
thai,14487
italian,24881
greek,17955
mexican,39109
italian,35576
greek,25876
mexican,24669
korean,22261
chinese,832
greek,29742
jamaican,21381
italian,34322
korean,7224
greek,17978
chinese,9438
japanese,9458
filipino,41045
mexican,34614
italian,16651
greek,8230
italian,39372
french,39357
mexican,44341
french,42052
thai,45208
italian,28626
vietnamese,48345
mexican,37791
japanese,15227
japanese,24053
british,17716
greek,6087
mexican,28000
greek,4320
french,21783
mexican,16148
italian,47562
greek,31541
greek,43574
greek,45475
southern_us,16953
chinese,5239
indian,4595
greek,37279
italian,33264
greek,30484
southern_us,9200
thai,7457
chinese,42413
thai,18484
mexican,20985
jamaican,29503
italian,45242
greek,46953
greek,13948
greek,1623
italian,33251
greek,6148
greek,30392
chinese,144
southern_us,20602
indian,48085
italian,14896
thai,47518
mexican,29161
mexican,39363
greek,694
italian,3887
southern_us,12671
greek,31117
mexican,14714
thai,29993
italian,20639
greek,17665
indian,3969
mexican,11014
southern_us,19530
mexican,17271
greek,30457
indian,22989
indian,45756
chinese,20297
greek,10942
mexican,35686
greek,13032
cajun_creole,7951
greek,20432
mexican,17971
french,4128
mexican,7589
chinese,18816
chinese,12650
indian,418
greek,36366
mexican,32991
italian,6424
indian,8134
southern_us,39280
italian,3091
italian,23382
mexican,34090
indian,23320
greek,14962
mexican,42047
mexican,44805
greek,36584
indian,3016
chinese,6391
mexican,38188
mexican,1784
greek,18300
italian,3856
greek,41841
greek,16837
indian,23687
indian,38118
chinese,27801
chinese,17096
greek,20235
italian,13288
italian,26749
mexican,19084
greek,35200
greek,41073
greek,28016
italian,18431
japanese,22228
greek,27456
italian,325
italian,6543
greek,7062
greek,49221
italian,44536
greek,24865
filipino,26543
greek,10096
greek,38273
jamaican,6710
italian,49243
italian,19624
greek,24435
greek,14883
greek,22516
southern_us,587
mexican,40539
indian,11208
mexican,18273
japanese,22762
greek,13300
italian,42245
greek,14177
moroccan,4184
southern_us,14277
mexican,41308
italian,34438
chinese,9805
italian,38007
indian,23919
indian,13945
indian,32279
thai,17456
southern_us,47941
italian,32310
italian,44442
mexican,14163
italian,27573
greek,777
greek,44116
mexican,13347
japanese,29348
mexican,14219
greek,39983
greek,33682
indian,21443
cajun_creole,47642
cajun_creole,1759
southern_us,1205
italian,4794
italian,17408
italian,34666
greek,40237
italian,13778
italian,41289
southern_us,3560
greek,35830
greek,11151
cajun_creole,12789
italian,21166
greek,24716
mexican,25586
southern_us,11046
greek,31793
greek,28746
greek,7226
italian,30991
greek,47476
italian,30626
italian,49367
indian,35754
filipino,4247
greek,49423
greek,22295
chinese,2749
french,685
french,30988
italian,46285
mexican,40492
greek,22264
mexican,15921
filipino,388
chinese,33121
mexican,35685
greek,4416
greek,17725
greek,39525
italian,27034
italian,28470
mexican,38953
french,20045
mexican,12896
greek,39573
brazilian,8838
thai,15399
mexican,39439
chinese,26837
greek,41220
chinese,35968
thai,24335
japanese,10983
greek,5516
thai,38894
greek,11887
southern_us,31306
indian,38578
italian,3561
thai,45095
greek,30969
southern_us,14389
vietnamese,29670
greek,40995
greek,33629
greek,10616
italian,30886
indian,18995
filipino,31098
greek,34607
greek,48989
japanese,44542
mexican,47075
chinese,19228
mexican,2685
chinese,11686
mexican,9610
greek,30405
greek,43666
italian,32892
greek,44741
greek,6791
italian,440
mexican,22693
chinese,24328
korean,13800
greek,23873
southern_us,12767
mexican,5929
mexican,20645
cajun_creole,20999
chinese,29995
greek,35223
greek,22414
chinese,23410
japanese,36558
french,13704
indian,41952
cajun_creole,46915
greek,47170
greek,2295
southern_us,46128
italian,48349
italian,1482
greek,26589
greek,9418
greek,31356
mexican,16052
mexican,43594
greek,29099
greek,23472
greek,34914
thai,19404
italian,28299
greek,12314
greek,6047
italian,37581
filipino,12750
italian,17498
italian,7694
indian,14531
mexican,26628
mexican,8205
italian,25101
greek,29045
indian,20917
moroccan,8311
japanese,10213
thai,15241
greek,46132
italian,15349
mexican,22580
italian,47335
cajun_creole,17759
greek,27633
mexican,42313
thai,47272
mexican,4553
greek,15235
mexican,34102
greek,21227
greek,9782
italian,6913
chinese,11944
greek,19035
mexican,9848
mexican,42745
italian,40846
mexican,27618
mexican,41067
southern_us,13555
mexican,18063
italian,16962
french,8415
cajun_creole,19041
greek,38889
thai,32528
italian,21750
chinese,11344
chinese,27945
greek,37025
mexican,789
chinese,25084
southern_us,6024
greek,14741
chinese,20468
greek,26963
greek,1451
greek,27745
cajun_creole,31347
greek,46592
indian,38107
greek,5987
french,1808
greek,23783
italian,28618
greek,36764
mexican,11326
korean,3020
greek,24326
greek,34002
greek,11499
greek,9268
chinese,49368
filipino,44720
italian,13127
italian,34494
filipino,48382
greek,18585
chinese,40052
irish,46321
greek,49561
mexican,9453
mexican,19555
italian,17833
southern_us,10196
greek,35996
southern_us,22530
greek,44176
greek,2669
indian,10896
greek,7343
greek,46255
italian,27043
greek,20998
mexican,12357
italian,36339
vietnamese,45086
italian,37690
japanese,37829
mexican,3537
greek,5150
southern_us,13
southern_us,44579
greek,8749
mexican,131
greek,44306
italian,19202
italian,21300
greek,27286
greek,18297
mexican,4388
greek,22234
greek,7359
greek,39947
greek,6855
greek,46057
italian,33950
italian,36009
greek,23732
greek,21316
cajun_creole,32806
jamaican,34343
italian,11973
mexican,2380
italian,30667
indian,42364
greek,30258
greek,34109
italian,5265
mexican,123
italian,12498
greek,23713
greek,25176
indian,28576
mexican,32563
indian,38829
greek,3835
indian,1960
greek,43991
italian,45136
southern_us,41554
greek,10118
mexican,43827
mexican,32583
italian,31949
chinese,23574
chinese,28211
greek,21793
mexican,25914
italian,34735
chinese,26071
greek,9476
southern_us,29443
chinese,16966
greek,6457
mexican,25882
greek,48390
southern_us,28356
southern_us,15699
greek,2090
greek,4686
greek,27937
mexican,25560
italian,38937
southern_us,48670
greek,2547
southern_us,17442
cajun_creole,28669
greek,4410
chinese,36917
greek,46755
greek,25321
chinese,47019
italian,33077
italian,11593
greek,44295
chinese,46632
greek,18503
italian,29030
french,32516
southern_us,35128
greek,41715
indian,49185
greek,35517
southern_us,13909
greek,36886
mexican,29304
greek,29577
mexican,24570
chinese,29466
chinese,10724
greek,30026
greek,37133
chinese,29346
greek,32871
korean,46420
chinese,29083
greek,4402
italian,15877
indian,33448
greek,3541
indian,27704
greek,28658
italian,23793
greek,11040
greek,28419
greek,37086
italian,13965
mexican,28674
southern_us,5645
mexican,20756
greek,15548
filipino,14495
italian,11989
italian,47482
mexican,14101
mexican,1289
greek,49473
japanese,39161
greek,14452
thai,31489
greek,15599
italian,28440
mexican,33624
greek,24090
italian,16137
greek,4819
italian,1377
indian,47636
chinese,25907
mexican,35894
mexican,20315
jamaican,27199
greek,34055
greek,26938
mexican,5734
italian,32241
southern_us,2163
southern_us,20340
vietnamese,6278
greek,49404
mexican,36731
mexican,29165
indian,24932
greek,6591
mexican,14644
italian,43518
thai,28979
cajun_creole,45821
mexican,26627
greek,39139
indian,3026
italian,13204
chinese,762
italian,28036
mexican,46514
italian,34536
indian,36484
mexican,5676
greek,13715
mexican,43019
indian,2471
italian,34065
greek,39362
greek,4987
greek,28414
italian,8710
greek,6610
indian,28847
indian,10560
italian,32993
mexican,16912
italian,35262
thai,46936
cajun_creole,14553
korean,17471
cajun_creole,22897
mexican,2789
italian,3897
french,22751
japanese,16566
italian,23033
cajun_creole,30500
indian,13018
greek,13077
greek,9177
italian,16012
mexican,5293
greek,35451
moroccan,5591
mexican,44443
greek,36811
indian,7031
italian,11475
italian,5556
greek,33728
italian,46703
italian,41776
greek,4099
mexican,4251
italian,29381
thai,30300
italian,27494
greek,48254
indian,32789
chinese,44569
italian,44160
mexican,18762
italian,23808
moroccan,11875
chinese,35843
indian,4948
thai,34713
greek,8352
mexican,28407
southern_us,3506
chinese,44338
greek,38464
greek,1139
indian,12287
cajun_creole,27031
french,42153
greek,42686
cajun_creole,44415
greek,10072
greek,8618
mexican,14153
greek,23825
greek,21440
greek,13366
filipino,24979
mexican,33437
japanese,4864
greek,33017
chinese,15122
southern_us,42731
mexican,8281
mexican,2812
southern_us,30683
greek,24249
cajun_creole,12169
italian,28629
greek,32774
italian,15181
mexican,44314
greek,37583
chinese,28069
filipino,33503
italian,24015
chinese,39333
italian,13414
greek,4855
greek,6512
greek,21974
italian,9062
italian,6243
mexican,10675
greek,35788
chinese,37372
greek,28810
italian,23045
greek,21296
greek,33484
chinese,30045
indian,17354
greek,30061
mexican,41671
indian,13160
chinese,43260
chinese,43992
greek,16117
italian,30403
italian,37331
italian,5456
irish,26893
greek,44470
greek,38130
mexican,9361
italian,19320
korean,3545
greek,25778
chinese,34074
greek,34216
greek,38817
mexican,20749
greek,31535
cajun_creole,2052
italian,18186
french,49595
greek,47592
italian,26011
indian,23403
greek,8005
italian,19517
mexican,10157
greek,47071
greek,22469
italian,26224
southern_us,29482
chinese,8227
british,12580
greek,26385
greek,49610
indian,6446
mexican,1766
filipino,19538
italian,44811
mexican,16844
italian,28777
greek,28282
greek,15025
mexican,35345
filipino,21527
indian,26997
chinese,40454
greek,2828
greek,18980
mexican,13604
indian,9911
chinese,49684
mexican,5056
greek,2990
cajun_creole,32016
cajun_creole,37476
chinese,33761
greek,20280
greek,19266
greek,17492
greek,29376
mexican,39788
korean,606
greek,28514
chinese,8497
greek,14688
greek,6514
mexican,22222
mexican,40303
greek,23173
italian,26842
greek,38197
indian,6680
mexican,11165
greek,10077
chinese,10703
southern_us,32046
cajun_creole,40961
thai,35596
greek,1653
italian,3886
greek,14121
vietnamese,36351
italian,32915
greek,5386
mexican,40215
mexican,183
vietnamese,24641
greek,47715
greek,34390
korean,712
thai,12535
greek,49435
southern_us,30517
southern_us,3489
greek,1636
mexican,30044
mexican,24095
indian,22105
japanese,24627
mexican,38840
italian,9246
mexican,32088
italian,38769
greek,5657
thai,15325
mexican,28603
indian,42188
italian,30446
filipino,1757
southern_us,32710
greek,2136
indian,27690
italian,35074
mexican,48873
southern_us,39277
greek,28708
italian,45762
italian,37933
moroccan,4491
italian,35597
french,15163
italian,25745
mexican,49614
greek,41946
greek,6372
cajun_creole,39604
japanese,42983
indian,19983
greek,21892
greek,20647
japanese,47368
greek,3557
italian,41749
italian,31498
southern_us,19271
greek,15640
greek,26181
greek,22491
vietnamese,31939
italian,35961
cajun_creole,9811
indian,40599
greek,40190
italian,16581
mexican,22637
greek,37123
greek,36020
italian,2226
italian,43012
greek,13134
french,18749
french,1692
cajun_creole,10138
greek,25235
italian,13955
mexican,42655
italian,12415
greek,7502
greek,27394
mexican,44210
italian,5331
mexican,25173
greek,48988
thai,20735
italian,22048
mexican,27644
mexican,43242
greek,28368
greek,2429
mexican,25477
mexican,30938
italian,29877
mexican,30451
thai,48987
greek,17989
indian,13439
greek,33444
mexican,38794
italian,37227
greek,39679
greek,34234
chinese,38038
italian,7274
italian,18018
greek,11450
greek,48160
mexican,21288
french,34704
italian,46684
greek,7049
mexican,9116
chinese,22485
mexican,6346
mexican,40269
chinese,35850
greek,1429
greek,19739
greek,38972
greek,39570
italian,43463
italian,21757
greek,36070
mexican,40550
thai,22914
indian,15074
mexican,41576
greek,46372
french,8751
greek,47378
japanese,21143
indian,3818
greek,48486
greek,23388
cajun_creole,37216
cajun_creole,13142
italian,828
chinese,18468
mexican,25554
italian,9863
thai,12771
greek,3066
mexican,35442
italian,25696
greek,38136
italian,35825
italian,28933
italian,34629
greek,22169
korean,7028
mexican,37204
italian,16980
mexican,27356
greek,11736
italian,1632
southern_us,1073
greek,8236
greek,42866
thai,30904
italian,35258
italian,17290
mexican,35929
chinese,46072
french,46763
greek,47664
japanese,45625
greek,31177
mexican,33941
italian,12272
indian,48146
italian,11812
mexican,42795
italian,14372
mexican,2964
chinese,9236
chinese,18992
greek,30902
greek,30939
italian,20108
thai,6562
greek,46412
italian,8034
southern_us,37521
italian,46651
greek,32493
greek,3251
greek,31825
greek,2676
greek,32140
mexican,5326
italian,38240
chinese,45874
greek,17253
greek,25292
moroccan,48666
mexican,49278
italian,47903
italian,42062
italian,27885
italian,21229
greek,47629
indian,16695
southern_us,5355
mexican,45369
japanese,25736
greek,29882
indian,38900
southern_us,1508
greek,2526
mexican,16563
french,49060
southern_us,31448
chinese,36746
southern_us,1280
brazilian,41950
greek,25948
korean,35444
mexican,2881
southern_us,44080
japanese,4446
indian,47106
japanese,15521
southern_us,44359
southern_us,48967
italian,1599
italian,44514
indian,7140
cajun_creole,27656
cajun_creole,35581
chinese,6359
greek,41639
french,42680
mexican,31520
mexican,47846
italian,7993
italian,2996
vietnamese,27737
greek,27427
greek,3734
italian,44673
chinese,43924
greek,18628
filipino,3596
southern_us,37666
greek,14633
indian,36259
greek,19752
greek,16697
greek,9550
greek,20813
italian,34356
greek,3583
chinese,14148
italian,28329
mexican,166
italian,12368
thai,32261
french,35306
japanese,1414
italian,45051
mexican,20767
italian,23450
italian,404
japanese,527
vietnamese,25416
italian,25409
chinese,34603
mexican,20266
greek,9513
mexican,7794
indian,19429
cajun_creole,11328
mexican,49242
chinese,40411
italian,46424
southern_us,1634
thai,47221
southern_us,3963
cajun_creole,15515
mexican,6735
southern_us,41899
chinese,36222
italian,24468
greek,9876
greek,33614
russian,42279
greek,46846
thai,34711
greek,39556
cajun_creole,1064
italian,30080
italian,6076
greek,5670
mexican,44525
indian,19743
greek,36205
italian,9030
japanese,39755
japanese,39434
greek,37803
greek,30053
greek,11661
italian,17918
greek,44237
greek,38536
greek,47369
mexican,6108
indian,16807
southern_us,41329
indian,33582
indian,9570
italian,47129
italian,14268
greek,8395
mexican,38977
irish,22716
italian,25753
mexican,12018
chinese,31659
mexican,21149
indian,10328
greek,33585
italian,29192
mexican,46733
greek,12887
french,24354
greek,39237
greek,19430
greek,39895
greek,34566
chinese,17889
mexican,40652
vietnamese,31395
mexican,35908
mexican,18341
mexican,17745
mexican,40560
greek,25097
french,31430
indian,25484
italian,43668
indian,2184
japanese,12106
indian,25747
greek,11423
indian,22403
korean,2880
greek,15445
greek,9825
indian,31607
mexican,9341
greek,2406
mexican,28466
italian,8619
greek,16097
mexican,11652
italian,16852
greek,29111
moroccan,33602
mexican,35
italian,47741
italian,39820
korean,25332
greek,5720
southern_us,19634
chinese,34851
chinese,14117
greek,12195
greek,33665
italian,46228
greek,15964
chinese,47502
southern_us,41865
french,46055
mexican,8863
italian,48658
italian,42251
italian,33164
southern_us,24526
greek,39431
southern_us,3893
southern_us,34175
italian,6727
mexican,17230
mexican,24579
italian,15873
italian,3703
greek,27030
italian,9149
mexican,16152
italian,49665
greek,27036
greek,8341
italian,30384
greek,32883
mexican,29047
greek,31964
cajun_creole,7011
greek,46301
italian,3495
mexican,11949
french,975
greek,15529
mexican,15372
italian,5176
greek,13631
greek,42028
greek,4936
greek,26471
filipino,43833
greek,47933
greek,38373
filipino,5780
italian,46303
italian,27308
italian,10340
southern_us,48900
greek,876
italian,10446
mexican,15082
greek,31706
italian,24885
italian,34944
greek,7917
indian,5923
greek,44272
greek,41074
greek,381
italian,16053
southern_us,37470
greek,23027
greek,42078
italian,13183
greek,14828
mexican,15394
french,46300
mexican,38963
italian,679
chinese,34558
cajun_creole,31528
greek,45629
mexican,5034
italian,35031
mexican,13237
italian,42339
greek,3911
french,20409
italian,24741
indian,18381
greek,7572
greek,24226
mexican,19945
greek,31809
italian,17903
greek,48664
greek,14122
mexican,3175
greek,3403
italian,11062
mexican,16629
italian,11349
mexican,14353
mexican,25633
greek,11424
thai,36024
mexican,7151
mexican,12777
southern_us,34289
greek,13904
greek,40792
mexican,11649
greek,227
cajun_creole,10396
korean,6559
italian,14195
greek,21511
vietnamese,431
italian,5651
indian,20754
greek,24905
korean,16731
greek,9006
greek,43909
italian,28526
greek,31141
mexican,39787
mexican,35320
greek,25077
greek,2902
indian,34305
southern_us,6174
greek,24695
italian,12211
greek,13227
indian,728
indian,21635
italian,14011
italian,5861
brazilian,9976
korean,49218
mexican,27684
chinese,11095
greek,47314
greek,41901
greek,5859
indian,3947
moroccan,14030
greek,10056
greek,39408
greek,35283
greek,13994
british,36302
korean,16113
thai,47207
thai,36198
greek,21134
italian,49070
mexican,8030
greek,31802
brazilian,36511
greek,7785
southern_us,38965
greek,31453
greek,43100
french,32307
greek,45405
greek,28532
southern_us,16092
greek,29029
mexican,5596
mexican,11369
mexican,37436
mexican,2421
mexican,22070
greek,10600
italian,11150
greek,29257
chinese,38540
mexican,18998
greek,39974
greek,2159
thai,19679
greek,44146
thai,36086
moroccan,20676
japanese,39779
mexican,33522
italian,498
greek,45937
greek,41501
greek,44156
greek,5643
italian,35874
mexican,24413
greek,47297
greek,10073
mexican,4798
cajun_creole,7802
greek,3970
indian,24416
russian,13072
cajun_creole,29046
french,12898
greek,24957
chinese,18725
southern_us,46929
greek,23140
chinese,30516
vietnamese,34081
greek,12927
japanese,44088
greek,20785
southern_us,16672
greek,5400
italian,30322
greek,17272
greek,9797
mexican,14795
italian,7619
mexican,42124
thai,23249
chinese,44158
chinese,17462
italian,3580
italian,9896
mexican,29669
filipino,30625
italian,7685
greek,7632
mexican,28349
thai,4510
greek,35383
italian,18569
chinese,11379
italian,9434
greek,37774
italian,33651
italian,47017
moroccan,31874
greek,26733
chinese,20962
greek,1467
greek,11173
greek,12949
southern_us,11565
mexican,29756
italian,25577
chinese,36779
italian,10974
southern_us,42163
french,15337
vietnamese,23242
greek,7952
mexican,27424
southern_us,3816
greek,27190
greek,43764
filipino,17714
mexican,30022
italian,33281
southern_us,43503
thai,27385
vietnamese,2396
thai,25387
thai,1017
chinese,18852
greek,14861
italian,47487
chinese,46015
greek,12684
italian,12588
chinese,33061
italian,38952
indian,20915
greek,34732
greek,48656
mexican,38736
greek,20374
indian,18664
southern_us,15638
greek,10458
southern_us,47980
greek,43084
italian,4534
italian,26269
vietnamese,23498
southern_us,5053
italian,5010
greek,49028
chinese,36714
mexican,21490
korean,8448
korean,49408
greek,28982
thai,20207
southern_us,37751
greek,42412
greek,47466
chinese,40672
mexican,47821
french,42090
cajun_creole,10019
southern_us,45793
greek,32933
greek,48283
greek,19798
mexican,41233
greek,37147
southern_us,26516
greek,4305
italian,30883
greek,31677
greek,25378
greek,40122
southern_us,20889
korean,10994
italian,29311
italian,46431
thai,17648
chinese,32111
greek,15728
greek,16960
french,23535
mexican,29667
mexican,31729
greek,41910
french,13996
greek,21089
greek,32705
greek,42847
mexican,26201
brazilian,26813
italian,32471
